,id,age,highest_education,profession,avg(GROSPAYX),hispanic,weekly_hours_worked,in_college,is_married,schoolmeals_purchases,self_employed,sex,supp_security,reason_unemployment,main_profession,numweeks_schoolmeals,id_2,psu,psu_popsize,net_income,FWAGEXM,alcbev,bakery,beef,cereal,child_age,housing_type,census_division,eggs,fam_size,food_away,food_home,total_food,fresh_fruit,fresh_veg,value_foodstamps,number_foodstamps,non_alc_grocery,milk,number_earners,non_alc_bevs,oils,othdairy,othmeat,members_under18,members_over64,pet_food,pork,procfruit,proc_veg,spouse_race,foodstamp_or_not,seafood,smoking,lives_in_MSA,state,sweets,vehicle,miscellaneous,poultry,total_food_percent
2846,371038,46,Some college but no degree,Paid employee of a PRIVATE company,,No,40.0,Not at all,Divorced,,No,Male,,,103.0,,371038,Rest of America,1.20-4 mil,30000.0,30000.0,32.740595,1.25,0.0,0.0,0,"House, apartment, flat",West South Central,0.0,1,98.74940500000001,23.57,122.319405,3.62,2.94,,,110.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0.0,7.115,0.0,0.0,,No,0.0,0.0,Yes,Texas,3.64,,5.005,0.0,0.212020302
2848,371045,55,Some college but no degree,Paid employee of a PRIVATE company,600.0,Yes,21.5,Not at all,Separated,,No,Female,,,111.0,,371045,Rest of America,1.20-4 mil,17100.0,17100.0,0.0,1.73,8.595,2.17,7,"House, apartment, flat",South Atlantic,1.405,2,88.295,30.585,118.88,2.04,1.395,,,125.0,1.83,2,4.335,1.475,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,No,2.04,0.0,Yes,North Carolina,0.0,1.0,0.0,3.57,0.361506432748538
2850,371049,80,High school graduate,,,No,,Not at all,Never married,,No,Male,,Retired,930.0,,371049,"Los Angeles-Long Beach-Anaheim, CA",4 mil+,99715.8,0.0,0.0,12.525,0.0,2.495,0,"House, apartment, flat",Pacific,0.995,2,0.0,47.875,47.875,1.26,0.5,,,35.0,2.49,0,1.07,2.99,3.24,1.345,0,2,0.0,4.075,3.185,1.25,,No,2.5,0.0,Yes,California,2.875,1.0,5.08,0.0,0.024965953239105537
2851,371056,63,Associate’s degree in college,,,No,,Not at all,Widowed,,No,Female,,"Ill, disabled, unable to work",900.0,,371056,Rest of America,"< 125,000",11205.0,0.0,2.7431799999999997,1.945,5.31,0.0,0,"House, apartment, flat",,1.1,1,10.28682,35.365,45.65182,0.0,1.515,,,20.0,0.0,0,21.765,0.0,1.455,0.0,0,0,1.525,2.275,0.0,0.0,,No,0.0,0.0,No,,0.0,1.0,0.0,0.0,0.21186029808121373
2853,371058,47,Bachelor’s degree,,4013.0,No,50.0,Not at all,Married,,No,Female,,Taking care of home/family,910.0,,371058,Rest of America,1.20-4 mil,85000.0,80000.0,0.0,2.74,14.705,3.49,5,"House, apartment, flat",Pacific,9.225,3,1.25,259.335,260.585,56.925,32.91,,,140.0,0.0,1,18.51,7.97,0.0,9.98,1,0,9.0,8.335,0.32,8.28,1.0,No,27.025,0.0,Yes,,1.24,2.0,41.2,16.48,0.15941670588235293
2854,371059,25,Bachelor’s degree,Paid employee of a PRIVATE company,1000.0,No,27.5,Not at all,Never married,,No,Male,,,112.0,,371059,"Denver-Aurora-Lakewood, CO",1.20-4 mil,42000.0,42000.0,38.346645,1.0,0.0,0.0,0,"House, apartment, flat",Mountain,0.0,2,35.238355,9.14,44.378355,0.0,0.0,,,90.0,0.0,2,3.205,0.0,1.745,1.995,0,0,0.0,0.0,0.0,0.0,,No,0.0,5.875,Yes,Colorado,0.0,2.0,1.195,0.0,0.05494463
2855,371062,38,High school graduate,Paid employee of a PRIVATE company,620.0,Yes,34.0,Not at all,Married,,No,Male,,,103.0,,371062,"Los Angeles-Long Beach-Anaheim, CA",4 mil+,270910.8,270910.8,17.3,2.0,0.0,0.995,4,"House, apartment, flat",Pacific,1.345,5,20.576610000000002,52.855,73.43160999999999,5.225,3.510885,,,175.0,0.0,3,7.355,2.99,1.97,0.0,3,0,0.0,0.0,4.2731,2.220165,1.0,No,0.0,6.8761149999999995,Yes,California,5.88,2.0,8.81585,6.275,0.014094837562769738
2856,371064,48,High school graduate,,,No,40.0,Not at all,Married,,No,Female,,Taking care of home/family,910.0,,371064,Rest of America,"< 125,000",58990.4,58990.4,0.0,4.5,0.0,2.545,0,"House, apartment, flat",,2.0,2,24.5,120.895,145.395,4.41,3.99,,,80.0,6.0,1,2.64,10.0,9.035,4.995,0,0,12.5,0.0,0.0,1.5,1.0,No,24.09,0.0,No,,0.0,1.0,26.73,18.46,0.12816559982641246
2859,371069,70,Some college but no degree,,,No,,Not at all,Divorced,,No,Male,,Retired,930.0,,371069,Rest of America,"125,000 - 330,000",25608.0,0.0,0.0,10.45,5.185,5.38,0,Mobile home or trailer with NO permanent room added,West South Central,3.99,1,0.0,91.525,91.525,0.0,0.0,,,120.0,2.89,0,6.42,3.69,7.575,0.0,0,1,2.0,3.59,0.0,1.895,,No,21.18,0.0,No,Texas,3.89,1.0,13.35,2.04,0.18585207747578883
2860,371070,68,Master’s or greater,A local government employee,160.0,No,8.0,Not at all,Married,,No,Male,,,110.0,,371070,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,69628.0,5800.0,0.0,10.225095,0.0,2.049275,5,"House, apartment, flat",Middle Atlantic,0.0,3,266.044535,179.51498999999998,445.559525,21.045135000000002,7.88,,,115.0,2.79,1,51.735655,0.0,16.933895,0.0,1,1,4.635425,2.746355,15.462895000000001,0.0,1.0,No,31.98,9.336195,Yes,New York,3.926965,3.0,12.73972,0.0,0.33275543315907397
2861,371071,30,Some college but no degree,Paid employee of a PRIVATE company,945.0,No,60.0,Not at all,Divorced,,No,Female,,,111.0,,371071,Rest of America,"125,000 - 330,000",54600.0,54600.0,0.0,1.85,0.0,0.0,0,"House, apartment, flat",East North Central,4.27,1,38.15,36.785,74.935,6.0,1.5,,,55.0,0.75,1,7.915,0.0,2.5,0.0,0,0,4.0,0.0,0.0,0.0,,No,0.0,0.0,Yes,,0.0,1.0,6.0,6.0,0.07136666666666666
2862,371072,53,Master’s or greater,A State government employee,22718.0,No,40.0,Not at all,Divorced,,No,Male,,,103.0,,371072,"Los Angeles-Long Beach-Anaheim, CA",4 mil+,106215.8,98896.4,4.0,3.14,0.0,4.74,0,"House, apartment, flat",Pacific,0.0,1,68.11,48.09,116.2,1.345,4.005,,,125.0,5.985,1,2.15,1.745,1.495,1.995,0,0,0.0,0.0,0.0,0.0,,No,0.0,0.0,Yes,California,0.0,1.0,18.495,2.995,0.05688795828869152
2863,371073,68,Bachelor’s degree,,,No,,Not at all,Married,,No,Female,,Retired,930.0,,371073,Rest of America,1.20-4 mil,27690.0,0.0,0.0,0.0,0.0,1.995,0,"House, apartment, flat",Mountain,0.635,2,10.985,67.73,78.715,0.99,7.35,,,100.0,6.44,0,14.37,0.0,6.905,4.69,0,2,0.0,0.0,0.0,0.0,4.0,No,0.0,22.74,Yes,Nevada,0.0,,24.355,0.0,0.14782159624413146
2864,371075,75,Some college but no degree,,,No,,Not at all,Married,,No,Female,,Retired,930.0,,371075,Rest of America,"125,000 - 330,000",38016.0,0.0,0.0,1.18,12.315,0.0,0,"House, apartment, flat",Mountain,1.795,2,19.68,56.45,76.13,1.0,5.09,,,80.0,1.54,0,9.61,4.98,1.28,0.0,0,2,28.315,1.71,3.595,0.0,1.0,No,0.0,0.0,Yes,,0.0,4.0,12.355,0.0,0.10413404882154882
2865,371077,45,Some college but no degree,Paid employee of a PRIVATE company,1014.0,No,38.0,Not at all,Married,,No,Male,,,111.0,,371077,Rest of America,"125,000 - 330,000",116448.0,116448.0,41.9,1.135,46.6,0.0,0,"House, apartment, flat",West North Central,0.0,5,55.94,122.675,178.615,0.0,0.0,,,100.0,0.0,4,28.925,0.595,1.175,0.595,1,0,0.0,0.0,0.0,14.0,,No,23.5,0.0,Yes,Nebraska,0.0,4.0,0.625,5.525,0.07976075158010441
2866,371080,54,Master’s or greater,Paid employee of a PRIVATE company,1100.0,No,25.0,Not at all,Married,,No,Male,,,103.0,,371080,Rest of America,1.20-4 mil,27000.0,27000.0,0.0,0.0,0.0,4.255,0,"House, apartment, flat",South Atlantic,0.0,2,0.0,58.91,58.91,13.795,1.58,,,85.0,1.155,2,1.52,0.0,2.69,0.0,0,0,0.0,0.0,5.295,0.0,4.0,No,0.0,0.0,Yes,North Carolina,0.0,2.0,28.62,0.0,0.11345629629629629
2867,371083,55,Some college but no degree,Paid employee of a PRIVATE company,4294.0,Yes,40.0,Not at all,Married,,No,Male,,,107.0,,371083,Rest of America,1.20-4 mil,167000.0,167000.0,0.0,4.555,0.0,3.8064050000000003,0,"House, apartment, flat",West South Central,0.0,2,207.43,37.150005,244.58000499999997,0.0,2.14685,,,50.0,1.385,2,5.11,1.07,9.59675,0.62,0,0,1.735,0.0,0.0,0.0,1.0,No,0.0,0.0,Yes,Texas,0.0,3.0,4.375,4.485,0.07615664826347304
2868,371085,64,Master’s or greater,Self-employed,1600.0,No,36.0,Not at all,Divorced,,Yes,Male,,,212.0,,371085,Rest of America,0.33-1.19 mil,152121.8,115000.0,0.0,4.99,4.995,0.945,7,"House, apartment, flat",New England,0.0,2,0.495,36.315,36.81,0.0,10.405,,,160.0,2.495,2,0.0,0.0,2.495,0.0,0,0,0.0,2.495,0.0,0.0,,No,0.0,0.0,Yes,,0.0,2.0,1.995,5.5,0.012582811930965845
2869,371087,34,Master’s or greater,Paid employee of a PRIVATE company,11559.0,No,33.0,Not at all,Married,,No,Male,,,103.0,,371087,"Boston-Cambridge-Newton, MA-NH",1.20-4 mil,153000.0,153000.0,0.0,5.585,6.295,3.74,0,"House, apartment, flat",New England,0.0,2,55.815,108.24,164.055,6.485,1.145,,,200.0,1.745,2,3.55,4.495,21.65,15.585,0,0,18.01,0.0,11.19,1.485,1.0,No,0.0,0.0,Yes,,3.88,2.0,15.565,5.845,0.05575725490196079
2870,371091,44,Bachelor’s degree,,,No,40.0,Not at all,Married,,No,Female,,Taking care of home/family,910.0,,371091,"Phoenix-Mesa-Scottsdale, AZ",1.20-4 mil,233230.8,233230.8,0.0,11.755,1.895,7.63,5,"House, apartment, flat",Mountain,7.285,4,133.65,173.835,307.485,8.785,15.0,,,150.0,9.975,1,11.03,12.885,13.555,2.495,2,0,12.505,0.0,1.366515,4.163485,1.0,No,0.0,0.0,Yes,Arizona,4.955,3.0,61.06,0.0,0.06855535375259186
2871,371094,56,Master’s or greater,,,No,,Not at all,Divorced,,No,Female,,"Ill, disabled, unable to work",900.0,,371094,Rest of America,"125,000 - 330,000",6400.0,0.0,0.0,12.5727,7.13094,1.615,0,Mobile home or trailer with NO permanent room added,Mountain,0.0,2,37.015,83.03314499999999,120.04814499999999,11.18477,1.965285,,,90.0,2.1717,0,2.35,3.67,12.095,3.34703,0,1,3.11128,6.6464300000000005,0.0,2.5,,No,3.6317449999999996,147.515575,Yes,Arizona,0.0,3.0,12.152545,0.0,0.975391178125
2873,371100,54,Some college but no degree,Paid employee of a PRIVATE company,,No,40.0,Not at all,Married,,No,Female,,,106.0,,371100,Rest of America,1.20-4 mil,83396.4,65896.4,0.0,11.67717,2.4534849999999997,3.5877,5,"House, apartment, flat",Middle Atlantic,1.576035,3,42.98,114.354995,157.334995,8.19454,3.64327,,,60.0,5.257015,2,13.640325,5.16805,6.96024,6.651615,1,0,0.0,2.99,7.7107,3.943965,1.0,No,3.0297400000000003,0.0,Yes,New York,5.90736,2.0,15.16588,6.797905,0.09810279268649486
2874,371101,81,Master’s or greater,,,No,,Not at all,Widowed,,No,Female,,Retired,930.0,,371101,Rest of America,0.33-1.19 mil,29147.2,0.0,0.0,3.99,0.0,5.885,0,"House, apartment, flat",South Atlantic,0.0,1,28.9,48.2,77.1,22.5,3.0,,,45.0,2.175,0,2.67,0.0,3.205,0.0,0,1,0.0,0.0,0.0,0.0,,No,0.0,0.0,Yes,South Carolina,0.0,1.0,4.775,0.0,0.13755009057473788
2875,371103,71,High school graduate,,,No,,Not at all,Married,,No,Male,,Retired,930.0,,371103,Rest of America,"125,000 - 330,000",35256.0,0.0,0.0,13.41,0.0,5.04,0,"House, apartment, flat",East North Central,1.24,3,34.34,154.27,188.61,9.795,2.425,,,70.0,5.245,0,14.805,3.64,18.625,2.695,1,2,3.995,2.0,2.93,1.345,2.0,No,0.0,3.175,Yes,,10.64,2.0,59.19,1.245,0.27818584070796465
2877,371105,62,Associate’s degree in college,Paid employee of a PRIVATE company,,No,32.5,Not at all,Married,,No,Male,,,101.0,,371105,"Dallas-Fort Worth-Arlington, TX",4 mil+,105319.6,105319.6,0.0,2.105,0.0,7.34,0,"House, apartment, flat",West South Central,1.415,2,91.67,44.025,135.695,1.86,4.88,,,122.0,2.935,2,0.0,4.98,3.51,0.0,0,0,0.0,2.5,0.99,3.62,1.0,No,0.0,0.0,Yes,Texas,1.5,4.0,6.39,0.0,0.06699740599090767
2878,371109,42,Some college but no degree,Paid employee of a PRIVATE company,1001.0,No,47.5,Not at all,Married,,No,Male,,,101.0,,371109,Rest of America,"125,000 - 330,000",115484.0,115484.0,15.15,10.215,27.52,4.965,5,"House, apartment, flat",East North Central,1.44,5,58.845,134.545005,193.390005,9.57,9.405,,,140.0,5.48,2,6.720555,4.52,19.494065,2.64,3,0,0.0,3.5,0.0,0.625,1.0,No,0.0,0.0,Yes,,0.0,3.0,19.865385,8.585,0.0870794245090229
2879,371114,77,High school graduate,,,No,,Part time,Married,,No,Female,,Retired,930.0,,371114,Rest of America,"125,000 - 330,000",15156.0,0.0,0.0,4.75,0.0,1.49,0,Mobile home or trailer with NO permanent room added,West North Central,0.0,2,0.0,54.44,54.44,0.0,1.58,,,,2.085,0,5.75,0.0,1.86,0.0,0,2,0.0,5.135,0.0,0.74,1.0,No,0.0,0.0,Yes,Nebraska,0.0,1.0,31.05,0.0,0.18678279229348113
2880,371120,46,Master’s or greater,Paid employee of a PRIVATE company,,No,67.5,Part time,Married,,No,Female,,,106.0,,371120,Rest of America,1.20-4 mil,399592.0,340128.4,9.612435000000001,10.512369999999999,5.244619999999999,7.90757,4,"House, apartment, flat",East North Central,1.651745,5,44.387565,141.24998,185.637545,10.723805,13.381885,,,90.0,4.238659999999999,2,12.53599,2.26189,9.448385,5.59765,3,0,9.495,8.389289999999999,6.116805,2.671275,1.0,No,6.073815,0.0,Yes,Ohio,6.020555,2.0,26.1879,2.28577,0.02415752152195239
2881,371122,58,Some college but no degree,Paid employee of a PRIVATE company,1035.0,Yes,37.0,Not at all,Married,,No,Female,,,103.0,,371122,Rest of America,"125,000 - 330,000",47270.6,47270.6,6.395,4.965,4.83,1.74,0,"House, apartment, flat",West South Central,1.61,2,8.815,63.115,71.93,1.415,1.47,,,45.0,0.0,2,6.32,1.49,1.495,7.33,0,0,15.425,6.08,0.0,1.3,1.0,No,3.42,0.0,Yes,Texas,2.6,2.0,15.405,1.645,0.0791265606952313
2882,371123,66,Bachelor’s degree,Paid employee of a PRIVATE company,287.0,No,35.0,Not at all,Married,,No,Female,,,102.0,,371123,Rest of America,"< 125,000",141725.4,2700.0,15.59392,8.075,3.995,2.735,0,"House, apartment, flat",,0.0,2,78.49108000000001,59.325,137.81608,3.16,3.035,,,200.0,2.57,2,8.445,1.995,4.965,8.88,0,2,0.0,0.0,1.995,0.395,1.0,No,0.0,0.0,No,,1.065,1.0,4.555,3.46,0.05056564426701213
2884,371129,45,Bachelor’s degree,Paid employee of a PRIVATE company,2500.0,No,80.0,Not at all,Divorced,,No,Female,,,101.0,,371129,Rest of America,"125,000 - 330,000",60000.0,60000.0,9.62,19.87835,17.563345,2.6040650000000003,0,"House, apartment, flat",South Atlantic,0.0,1,64.73,110.7,175.43,7.821625,11.421439999999999,,,140.0,3.49,1,2.460875,1.895,1.2825950000000002,0.0,0,0,8.495,2.46372,4.09242,4.49,,No,0.0,0.0,Yes,Florida,6.425675,1.0,20.31589,4.495,0.15203933333333333
2886,371131,82,High school graduate,,,No,,Not at all,Married,,No,Female,,Retired,930.0,,371131,"Minneapolis-St. PaulBloomington, MN-WI",1.20-4 mil,67679.0,0.0,0.0,3.785,0.0,6.615,0,"House, apartment, flat",West North Central,0.0,2,0.0,25.935,25.935,2.865,2.13,,,50.0,1.62,0,0.0,1.59,2.09,0.0,0,2,0.0,3.945,0.0,0.0,1.0,No,0.0,0.0,Yes,,1.295,2.0,0.0,0.0,0.019926712865142804
2887,371132,44,High school graduate,Paid employee of a PRIVATE company,,Yes,42.5,Not at all,Never married,,No,Male,,,107.0,,371132,Rest of America,"125,000 - 330,000",70633.0,70633.0,0.0,0.0,0.0,0.0,6,"House, apartment, flat",Mountain,0.0,5,35.0,0.0,35.0,0.0,0.0,,,90.0,0.0,2,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,0.0,,No,0.0,0.0,Yes,Arizona,0.0,3.0,0.0,0.0,0.025766992765421264
2888,371134,37,Bachelor’s degree,Self-employed,,No,80.0,Not at all,Divorced,,Yes,Female,,,201.0,,371134,Rest of America,1.20-4 mil,92655.2,62297.0,39.25,0.0,0.0,0.0,0,"House, apartment, flat",Pacific,0.0,1,31.0,0.0,31.0,0.0,0.0,,,,0.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,No,0.0,0.0,Yes,Oregon,0.0,2.0,0.0,0.0,0.017397836279021577
2890,371136,31,Associate’s degree in college,Paid employee of a PRIVATE company,,Yes,65.0,Full time,Never married,,No,Female,,,108.0,,371136,"Philadelphia-CamdenWilmington, PA-NJ-DE-MD",4 mil+,267007.6,267007.6,1.86,10.98,19.495,19.19,4,"House, apartment, flat",Middle Atlantic,4.24,5,32.495,215.71,248.205,22.825,25.33244,,,80.0,5.05,2,9.34,12.435,7.99,0.0,3,0,0.0,5.135,2.1559150000000002,2.7190849999999998,,No,0.0,0.0,Yes,New Jersey,3.125,3.0,22.785,42.91256,0.04833817464371801
2891,371140,76,"Some high school, no degree",,,No,40.0,,Married,,No,Male,,Retired,930.0,,371140,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,46826.0,34885.2,0.0,0.0,0.0,0.0,0,"House, apartment, flat",Middle Atlantic,0.0,2,40.0,9.985,49.985,4.49,5.495,,,130.0,0.0,1,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,1.0,No,0.0,0.0,Yes,New York,0.0,2.0,0.0,0.0,0.05550805108273181
2892,371141,69,High school graduate,,,No,,Not at all,Widowed,,No,Female,,Retired,930.0,,371141,Rest of America,"125,000 - 330,000",23808.0,0.0,17.43,9.055,0.0,14.59,7,"House, apartment, flat",East South Central,0.0,3,36.06,166.66,202.72,22.245,2.285,,,105.0,4.645,0,19.12,0.0,3.475,0.0,0,1,26.81,0.0,0.0,0.0,,No,0.0,25.01,Yes,Alabama,16.06,2.0,72.635,2.55,0.4427688172043011
2893,371142,59,Associate’s degree in college,,,Yes,,Not at all,Never married,,No,Male,,Retired,930.0,,371142,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,4774.0,0.0,0.0,0.0,0.0,0.0,0,"House, apartment, flat",Middle Atlantic,0.0,1,55.382335,0.0,55.382335,0.0,0.0,,,50.0,0.0,0,0.0,0.0,0.0,0.0,0,0,7.1293050000000004,0.0,0.0,0.0,,No,0.0,0.0,Yes,New York,0.0,,0.0,0.0,0.6032428613322162
2894,371143,62,Some college but no degree,,,No,43.3333333333333,Not at all,Married,,No,Male,,Retired,930.0,,371143,Rest of America,"125,000 - 330,000",46105.4,32659.4,23.74,42.835,8.805,0.0,7,"House, apartment, flat",Middle Atlantic,4.5,4,40.935,167.76,208.695,2.8,0.0,,,85.0,8.77,3,6.32,1.745,0.0,0.0,0,0,0.0,12.72,9.975,0.0,2.0,No,47.93,0.0,Yes,Pennsylvania,0.0,3.0,8.97,12.39,0.2353767671465815
2895,371145,59,Bachelor’s degree,,,No,,Not at all,Married,,No,Female,,Retired,930.0,,371145,Rest of America,"125,000 - 330,000",42895.4,0.0,3.695,0.0,0.0,0.0,0,"House, apartment, flat",East North Central,0.0,2,162.644375,17.5,180.144375,17.5,0.0,,,85.0,0.0,0,0.0,0.0,0.0,0.0,0,0,4.70956,0.0,0.0,0.0,1.0,No,0.0,4.46999,Yes,,0.0,3.0,0.0,0.0,0.2183802342442313
2897,371149,59,Master’s or greater,Paid employee of a PRIVATE company,450.0,No,35.0,Not at all,Never married,,No,Female,,,105.0,,371149,Rest of America,1.20-4 mil,20000.0,20000.0,0.0,1.5,0.0,3.095,0,"House, apartment, flat",New England,0.0,1,90.04989,9.085,99.13489,0.0,0.0,,,45.0,2.445,1,0.0,0.0,0.0,0.0,0,0,32.12,0.0,0.0,0.0,,No,0.0,0.0,Yes,Connecticut,0.0,1.0,2.045,0.0,0.257750714
2898,371152,69,Some college but no degree,,,No,,Not at all,Married,,No,Female,,Retired,930.0,,371152,"Houston-The Woodlands-Sugar Land, TX",4 mil+,51804.0,0.0,71.85,1.0,16.474995,0.0,0,"House, apartment, flat",West South Central,1.895,2,22.86365,108.159995,131.023645,26.595,17.93,,,85.0,0.0,0,2.645,1.74,13.67,2.29,0,2,0.0,5.66,0.0,0.69,1.0,No,0.0,0.0,Yes,Texas,0.5,1.0,14.835,2.235,0.13151937186317658
2899,371154,51,Master’s or greater,Paid employee of a PRIVATE company,,No,65.0,Not at all,Married,,Yes,Male,,,103.0,,371154,"San Diego-Carlsbad, CA",1.20-4 mil,474068.4,233230.8,68.46,16.46,12.88,1.995,4,"House, apartment, flat",Pacific,0.0,6,70.185,180.095,250.28,13.98,20.3,,,400.0,10.86,1,2.49,3.84,23.145,4.995,4,0,5.995,0.0,0.0,4.58,1.0,No,7.47,0.0,Yes,California,2.93,3.0,38.005,16.165,0.027452916077089294
2900,371157,69,Bachelor’s degree,,,No,40.0,Not at all,Married,,No,Female,,Retired,930.0,,371157,Rest of America,0.33-1.19 mil,116595.0,28800.0,0.0,17.485,1.625,9.63,7,"House, apartment, flat",Mountain,0.89,4,27.155285,115.17,142.325285,6.815,4.325,,,120.0,6.115,1,22.685,0.0,10.89,2.97,1,2,0.0,5.31,0.0,2.35,1.0,No,0.0,0.0,Yes,,18.47,2.0,5.61,0.0,0.06347540477722029
2903,371168,44,Bachelor’s degree,A local government employee,1498.0,No,36.6666666666667,Not at all,Married,,No,Female,,,102.0,,371168,Rest of America,0.33-1.19 mil,119500.0,19500.0,0.0,9.43,3.9548099999999997,2.28,5,"House, apartment, flat",West South Central,0.315,3,95.083405,116.36,211.44340499999998,4.86,15.62,,,170.0,0.0,3,6.255,0.0,11.935,9.227555,1,0,6.935,6.997635000000001,0.0,0.0,1.0,No,22.99,9.741975,Yes,Louisiana,0.0,3.0,22.495,0.0,0.09200884569037657
2904,371173,41,Bachelor’s degree,Paid employee of a PRIVATE company,1400.0,No,30.0,Not at all,Divorced,,No,Female,,,103.0,,371173,Rest of America,"125,000 - 330,000",80711.1,26000.0,6.806064999999999,5.78,2.63,0.0,0,"House, apartment, flat",Pacific,0.0,1,53.395,82.65393,136.04893,13.975,3.0,,,50.0,0.0,1,28.95893,3.26,4.69,0.0,0,0,0.0,0.0,0.0,0.0,,No,7.365,0.0,Yes,California,5.15,1.0,7.845,0.0,0.08765268172531412
2905,371174,59,Master’s or greater,Paid employee of a PRIVATE company,,No,46.25,Not at all,Married,,No,Male,,,101.0,,371174,"Atlanta-Sandy Springs-Roswell, GA",4 mil+,253212.2,241355.0,0.0,5.615,11.015,3.71,6,"House, apartment, flat",South Atlantic,0.0,5,85.884135,51.46,137.34413500000002,8.795,9.675,,,240.0,0.0,4,0.465,0.0,4.595,0.0,1,0,0.0,0.0,0.0,1.18,1.0,No,0.0,0.0,Yes,Georgia,1.6,3.0,4.81,0.0,0.028205177396665723
2907,371177,38,Some college but no degree,Paid employee of a PRIVATE company,,Yes,40.0,Not at all,Married,,No,Female,,,112.0,,371177,Rest of America,0.33-1.19 mil,56237.2,56237.2,9.666255,1.99,0.0,0.0,0,"House, apartment, flat",South Atlantic,0.0,2,27.678745000000003,4.68,32.358745,0.0,0.0,,,,1.945,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.745,1.0,No,0.0,0.0,Yes,Florida,0.0,2.0,0.0,0.0,0.029920670659278913
2908,371178,40,Bachelor’s degree,Paid employee of a PRIVATE company,,No,30.0,Not at all,Married,,No,Male,,,103.0,,371178,Rest of America,1.20-4 mil,105531.8,74264.2,37.135,0.0,0.0,0.0,2,"House, apartment, flat",Middle Atlantic,0.0,5,47.5,48.75,96.25,15.75,5.0,,,,0.0,2,0.0,3.0,0.0,0.0,3,0,62.5,15.0,0.0,0.0,1.0,No,0.0,0.0,Yes,Pennsylvania,10.0,3.0,0.0,0.0,0.04742646292397173
2909,371179,82,Grade 8 or lower,Self-employed,40.0,No,17.0,,Married,,Yes,Male,,,201.0,,371179,Rest of America,0.33-1.19 mil,52011.6,23531.2,0.0,1.5,0.0,0.0,0,"House, apartment, flat",South Atlantic,0.0,2,24.675,3.165,27.84,0.0,0.0,,,94.0,0.0,2,0.0,0.555,0.0,0.0,0,2,0.0,0.0,0.0,0.0,1.0,No,0.0,0.0,Yes,South Carolina,1.11,4.0,0.0,0.0,0.027833790923563206
2910,371180,33,Grade 8 or lower,Paid employee of a PRIVATE company,1600.0,Yes,45.0,,Married,,No,Male,,,110.0,,371180,"Minneapolis-St. PaulBloomington, MN-WI",1.20-4 mil,42349.2,42349.2,0.0,22.17,4.54,9.86,1,"House, apartment, flat",West North Central,4.475,4,1.495,142.92,144.415,19.58,23.895,,,275.0,1.195,2,24.175,1.85,6.38,0.895,1,0,0.0,3.495,2.26083,2.98417,1.0,No,2.0,0.0,Yes,,1.645,2.0,4.03,7.49,0.17732519150302722
2912,371183,67,Associate’s degree in college,,1200.0,No,40.0,Not at all,Married,,No,Male,,Retired,930.0,,371183,Rest of America,1.20-4 mil,32808.0,15000.0,0.0,6.08175,2.6243950000000003,5.308805,0,"House, apartment, flat",East South Central,1.5338450000000001,2,50.9,98.99501500000001,149.895015,6.802375,0.860635,,,70.0,4.602869999999999,1,9.9334,11.186075,2.6939,4.501365,0,1,0.0,5.25189,10.38412,4.51541,2.0,No,0.0,5.17,Yes,Alabama,3.598065,2.0,11.972294999999999,7.14382,0.23758049195318215
2913,371187,63,High school graduate,,,No,40.0,Not at all,Married,,No,Female,,Taking care of home/family,910.0,,371187,Rest of America,"125,000 - 330,000",148696.4,122154.4,0.0,12.875,3.355,5.5,0,"House, apartment, flat",Pacific,3.25,4,0.0,77.835,77.835,3.84,5.94,,,140.0,2.5,2,3.78,1.495,4.99,0.0,0,2,0.0,0.0,3.0,2.0,1.0,No,0.0,0.0,Yes,California,2.995,3.0,17.27,5.045,0.027219354335410943
2914,371189,28,Bachelor’s degree,Paid employee of a PRIVATE company,1850.0,No,40.0,Not at all,Married,,No,Male,,,103.0,,371189,"Detroit-Warren-Dearborn, MI",1.20-4 mil,142125.0,142125.0,81.785095,0.0,0.0,1.345,0,"House, apartment, flat",East North Central,0.0,2,71.434905,84.775,156.209905,6.495,0.0,,,100.0,2.035,2,16.97,0.0,6.0,0.0,0,0,24.375,0.0,8.32,0.0,1.0,No,0.0,3.209645,Yes,,23.035,3.0,20.575,0.0,0.0571533161653474
2915,371191,72,Associate’s degree in college,,,No,,Not at all,Married,,No,Male,,Retired,930.0,,371191,Rest of America,"< 125,000",17320.0,0.0,7.635,4.065,0.0,2.92,0,,,1.485,2,76.54398,19.625,96.16898,1.92,2.28,,,150.0,0.0,0,0.0,0.0,0.0,0.0,0,1,3.795,0.0,0.0,1.985,1.0,No,0.0,0.0,No,,0.0,2.0,4.97,0.0,0.28872903926097
